dataset;idtweets;date;time;city
madrid_ser_morf;x1460251918803124227;15/11/2021;14:22:42;Madrid
aires_hacer_morf;x1460251949517795328;15/11/2021;14:22:49;Buenos Aires
caracas_ser_morf;x1460251951661207560;15/11/2021;14:22:50;Caracas
aires_ser_morf;x1460251955427635200;15/11/2021;14:22:51;Buenos Aires
aires_tener_morf;x1460251957478801409;15/11/2021;14:22:51;Buenos Aires
madrid_tener_morf;x1460251972028751882;15/11/2021;14:22:54;Madrid
madrid_ser_morf;x1460252023115468801;15/11/2021;14:23:07;Madrid
madrid_ser_morf;x1460252023115468801;15/11/2021;14:23:07;Madrid
madrid_ser_morf;x1460252038667948043;15/11/2021;14:23:10;Madrid
aires_ser_morf;x1460252046389514242;15/11/2021;14:23:12;Buenos Aires
aires_ser_morf;x1460252046389514242;15/11/2021;14:23:12;Buenos Aires
madrid_ir_peri;x1460252069999349764;15/11/2021;14:23:18;Madrid
santiago_ser_morf;x1460252077993644035;15/11/2021;14:23:20;Santiago
aires_ser_morf;x1460252081810382850;15/11/2021;14:23:21;Buenos Aires
lima_ir_morf;x1460252085962739716;15/11/2021;14:23:22;Lima
aires_ser_morf;x1460252104560283654;15/11/2021;14:23:26;Buenos Aires
madrid_ir_morf;x1460252121983504384;15/11/2021;14:23:30;Madrid
madrid_hacer_peri;x1460252132100255744;15/11/2021;14:23:33;Madrid
aires_ser_morf;x1460252132947410944;15/11/2021;14:23:33;Buenos Aires
santiago_hacer_peri;x1460252162336993292;15/11/2021;14:23:40;Santiago
lima_ser_morf;x1460252172936003591;15/11/2021;14:23:42;Lima
lima_ser_morf;x1460252176966639620;15/11/2021;14:23:43;Lima
santiago_tener_peri;x1460252185011253249;15/11/2021;14:23:45;Santiago
santiago_ir_morf;x1460252185011253249;15/11/2021;14:23:45;Santiago
aires_ser_morf;x1460252210772672515;15/11/2021;14:23:51;Buenos Aires
lima_ser_morf;x1460252218377056259;15/11/2021;14:23:53;Lima
madrid_tener_morf;x1460252245967073292;15/11/2021;14:24:00;Madrid
mexico_tener_morf;x1460252256708747265;15/11/2021;14:24:02;México
mexico_ser_morf;x1460252264627589122;15/11/2021;14:24:04;México
aires_ser_morf;x1460252282667380739;15/11/2021;14:24:09;Buenos Aires
madrid_ser_morf;x1460252302242156545;15/11/2021;14:24:13;Madrid
madrid_ser_morf;x1460252324123787264;15/11/2021;14:24:18;Madrid
aires_ir_peri;x1460252325185044486;15/11/2021;14:24:19;Buenos Aires
madrid_tener_morf;x1460252333225529346;15/11/2021;14:24:21;Madrid
madrid_ser_morf;x1460252396160962560;15/11/2021;14:24:36;Madrid
madrid_ser_morf;x1460252405145161736;15/11/2021;14:24:38;Madrid
aires_hacer_peri;x1460252408584732672;15/11/2021;14:24:39;Buenos Aires
lima_ser_morf;x1460252417157746689;15/11/2021;14:24:41;Lima
santiago_ser_morf;x1460252442759737352;15/11/2021;14:24:47;Santiago
santiago_ser_morf;x1460252449516789764;15/11/2021;14:24:48;Santiago
madrid_hacer_morf;x1460252502713118722;15/11/2021;14:25:01;Madrid
lima_hacer_morf;x1460252504105623552;15/11/2021;14:25:01;Lima
madrid_tener_morf;x1460252509415563268;15/11/2021;14:25:03;Madrid
madrid_tener_morf;x1460252521440714758;15/11/2021;14:25:05;Madrid
mexico_ir_morf;x1460252539669078016;15/11/2021;14:25:10;México
santiago_ser_morf;x1460252566965473282;15/11/2021;14:25:16;Santiago
santiago_ser_morf;x1460252614348746757;15/11/2021;14:25:28;Santiago
aires_ser_morf;x1460252687946059786;15/11/2021;14:25:45;Buenos Aires
madrid_ser_morf;x1460252704807297025;15/11/2021;14:25:49;Madrid
santiago_ser_morf;x1460252721521508352;15/11/2021;14:25:53;Santiago
mexico_ser_morf;x1460252726181470208;15/11/2021;14:25:54;México
mexico_hacer_morf;x1460252761115832329;15/11/2021;14:26:03;México
santiago_ser_morf;x1460252765456769025;15/11/2021;14:26:04;Santiago
caracas_hacer_morf;x1460252782573899778;15/11/2021;14:26:08;Caracas
madrid_ser_morf;x1460252786373836800;15/11/2021;14:26:09;Madrid
santiago_ser_morf;x1460252792392544263;15/11/2021;14:26:10;Santiago
santiago_ser_morf;x1460252804346519557;15/11/2021;14:26:13;Santiago
caracas_ser_morf;x1460252809526448132;15/11/2021;14:26:14;Caracas
lima_tener_morf;x1460252830909059072;15/11/2021;14:26:19;Lima
aires_ser_peri;x1460252873887924228;15/11/2021;14:26:29;Buenos Aires
madrid_ser_peri;x1460252879374143496;15/11/2021;14:26:31;Madrid
madrid_hacer_morf;x1460252881521717252;15/11/2021;14:26:31;Madrid
madrid_hacer_peri;x1460252893253144579;15/11/2021;14:26:34;Madrid
lima_hacer_morf;x1460252904007376902;15/11/2021;14:26:37;Lima
aires_hacer_peri;x1460252922038472705;15/11/2021;14:26:41;Buenos Aires
lima_tener_peri;x1460252980913999882;15/11/2021;14:26:55;Lima
mexico_ser_morf;x1460252993576656900;15/11/2021;14:26:58;México
lima_ir_peri;x1460253017459077122;15/11/2021;14:27:04;Lima
mexico_tener_peri;x1460253067299934208;15/11/2021;14:27:16;México
santiago_hacer_morf;x1460253076397375498;15/11/2021;14:27:18;Santiago
lima_ir_morf;x1460253121590923264;15/11/2021;14:27:29;Lima
lima_ser_morf;x1460253133649547270;15/11/2021;14:27:31;Lima
lima_ser_morf;x1460253133649547270;15/11/2021;14:27:31;Lima
santiago_hacer_peri;x1460253168688791566;15/11/2021;14:27:40;Santiago
aires_ir_peri;x1460253181410226180;15/11/2021;14:27:43;Buenos Aires
madrid_hacer_peri;x1460253222879346695;15/11/2021;14:27:53;Madrid
aires_hacer_peri;x1460253235076239365;15/11/2021;14:27:56;Buenos Aires
aires_tener_peri;x1460253256739741702;15/11/2021;14:28:01;Buenos Aires
lima_ser_morf;x1460253263249375233;15/11/2021;14:28:02;Lima
aires_ser_morf;x1460253267443736583;15/11/2021;14:28:03;Buenos Aires
aires_tener_morf;x1460253285177253888;15/11/2021;14:28:08;Buenos Aires
madrid_tener_morf;x1460253304139788294;15/11/2021;14:28:12;Madrid
aires_tener_peri;x1460253357491294216;15/11/2021;14:28:25;Buenos Aires
madrid_tener_morf;x1460253368165842945;15/11/2021;14:28:27;Madrid
caracas_ser_morf;x1460253395625906176;15/11/2021;14:28:34;Caracas
santiago_ser_peri;x1460253405247533057;15/11/2021;14:28:36;Santiago
madrid_ser_morf;x1460253422175854601;15/11/2021;14:28:40;Madrid
madrid_ser_morf;x1460253423417319434;15/11/2021;14:28:40;Madrid
madrid_tener_morf;x1460253423417319434;15/11/2021;14:28:40;Madrid
aires_tener_peri;x1460253437581574147;15/11/2021;14:28:44;Buenos Aires
santiago_tener_morf;x1460253447425507330;15/11/2021;14:28:46;Santiago
santiago_ser_morf;x1460253447425507330;15/11/2021;14:28:46;Santiago
caracas_ser_morf;x1460253478085869568;15/11/2021;14:28:54;Caracas
aires_ser_morf;x1460253485161721858;15/11/2021;14:28:55;Buenos Aires
mexico_tener_morf;x1460253504145080332;15/11/2021;14:29:00;México
caracas_hacer_morf;x1460253511132884995;15/11/2021;14:29:01;Caracas
lima_ser_morf;x1460253520456679427;15/11/2021;14:29:04;Lima
aires_tener_peri;x1460253520796467201;15/11/2021;14:29:04;Buenos Aires
caracas_ser_morf;x1460253557224099843;15/11/2021;14:29:12;Caracas
aires_tener_morf;x1460253557295362059;15/11/2021;14:29:12;Buenos Aires
lima_ser_morf;x1460253569395929091;15/11/2021;14:29:15;Lima
santiago_ser_morf;x1460253602828546049;15/11/2021;14:29:23;Santiago
aires_tener_peri;x1460253608474124298;15/11/2021;14:29:25;Buenos Aires
madrid_tener_morf;x1460253623707910150;15/11/2021;14:29:28;Madrid
madrid_hacer_morf;x1460253629097598987;15/11/2021;14:29:30;Madrid
santiago_ser_morf;x1460253683875151872;15/11/2021;14:29:43;Santiago
madrid_ser_morf;x1460253690225434625;15/11/2021;14:29:44;Madrid
madrid_tener_morf;x1460253693798928384;15/11/2021;14:29:45;Madrid
madrid_ser_morf;x1460253695044632583;15/11/2021;14:29:45;Madrid
mexico_ser_morf;x1460253699037704196;15/11/2021;14:29:46;México
santiago_ser_morf;x1460253723704188931;15/11/2021;14:29:52;Santiago
aires_ser_morf;x1460253727869210626;15/11/2021;14:29:53;Buenos Aires
madrid_tener_morf;x1460253733577625601;15/11/2021;14:29:54;Madrid
lima_ser_morf;x1460253742046060546;15/11/2021;14:29:56;Lima
santiago_ir_morf;x1460253757086654470;15/11/2021;14:30:00;Santiago
caracas_tener_morf;x1460253757296594946;15/11/2021;14:30:00;Caracas
caracas_hacer_morf;x1460253757854396416;15/11/2021;14:30:00;Caracas
mexico_ser_morf;x1460253757904588808;15/11/2021;14:30:00;México
santiago_hacer_peri;x1460253769728360449;15/11/2021;14:30:03;Santiago
caracas_ser_morf;x1460253786107256835;15/11/2021;14:30:07;Caracas
lima_tener_morf;x1460253848644296706;15/11/2021;14:30:22;Lima
aires_hacer_peri;x1460253877253464067;15/11/2021;14:30:29;Buenos Aires
aires_ser_morf;x1460253896908185600;15/11/2021;14:30:33;Buenos Aires
lima_ser_morf;x1460253932014354434;15/11/2021;14:30:42;Lima
santiago_tener_morf;x1460253935650832385;15/11/2021;14:30:43;Santiago
lima_ser_peri;x1460253942189682697;15/11/2021;14:30:44;Lima
madrid_hacer_peri;x1460253947634110468;15/11/2021;14:30:45;Madrid
santiago_tener_morf;x1460253955787829257;15/11/2021;14:30:47;Santiago
santiago_ir_morf;x1460253957041770499;15/11/2021;14:30:48;Santiago
caracas_ser_morf;x1460253970379771909;15/11/2021;14:30:51;Caracas
madrid_ser_peri;x1460253987471507464;15/11/2021;14:30:55;Madrid
caracas_ser_morf;x1460254007587487747;15/11/2021;14:31:00;Caracas
lima_ser_morf;x1460254047546585097;15/11/2021;14:31:09;Lima
madrid_ser_morf;x1460254069528924168;15/11/2021;14:31:15;Madrid
aires_ir_peri;x1460254075430309891;15/11/2021;14:31:16;Buenos Aires
caracas_ser_morf;x1460254102261317641;15/11/2021;14:31:22;Caracas
caracas_ser_morf;x1460254106682109952;15/11/2021;14:31:23;Caracas
aires_tener_peri;x1460254114193969161;15/11/2021;14:31:25;Buenos Aires
aires_ser_peri;x1460254123282993157;15/11/2021;14:31:27;Buenos Aires
madrid_hacer_peri;x1460254161740742661;15/11/2021;14:31:37;Madrid
madrid_hacer_peri;x1460254161740742661;15/11/2021;14:31:37;Madrid
aires_tener_morf;x1460254162671837191;15/11/2021;14:31:37;Buenos Aires
madrid_tener_morf;x1460254170884231172;15/11/2021;14:31:39;Madrid
mexico_ser_morf;x1460254194917597190;15/11/2021;14:31:44;México
madrid_tener_morf;x1460254205592150031;15/11/2021;14:31:47;Madrid
mexico_ser_morf;x1460254208658128896;15/11/2021;14:31:48;México
santiago_ir_peri;x1460254230996930569;15/11/2021;14:31:53;Santiago
caracas_tener_morf;x1460254284717694984;15/11/2021;14:32:06;Caracas
mexico_ir_morf;x1460254290379870221;15/11/2021;14:32:07;México
madrid_tener_morf;x1460254292372250624;15/11/2021;14:32:08;Madrid
santiago_ser_morf;x1460254300676890628;15/11/2021;14:32:10;Santiago
aires_ser_peri;x1460254311724855299;15/11/2021;14:32:12;Buenos Aires
madrid_ser_morf;x1460254317366108163;15/11/2021;14:32:14;Madrid
madrid_ser_morf;x1460254375381712907;15/11/2021;14:32:27;Madrid
aires_ir_morf;x1460254383011086340;15/11/2021;14:32:29;Buenos Aires
santiago_ser_peri;x1460254388669272067;15/11/2021;14:32:31;Santiago
aires_ser_morf;x1460254434689261568;15/11/2021;14:32:42;Buenos Aires
lima_hacer_morf;x1460254450791104512;15/11/2021;14:32:45;Lima
santiago_ser_morf;x1460254456029724683;15/11/2021;14:32:47;Santiago
madrid_hacer_morf;x1460254458919727108;15/11/2021;14:32:47;Madrid
santiago_ser_morf;x1460254460773638147;15/11/2021;14:32:48;Santiago
santiago_tener_morf;x1460254477491978243;15/11/2021;14:32:52;Santiago
lima_ser_morf;x1460254482713833481;15/11/2021;14:32:53;Lima
aires_hacer_peri;x1460254560203722763;15/11/2021;14:33:12;Buenos Aires
lima_ser_morf;x1460254598963236875;15/11/2021;14:33:21;Lima
lima_ir_morf;x1460254632576491522;15/11/2021;14:33:29;Lima
aires_tener_peri;x1460254639337742336;15/11/2021;14:33:30;Buenos Aires
santiago_hacer_morf;x1460254674418864132;15/11/2021;14:33:39;Santiago
santiago_ser_morf;x1460254687802712064;15/11/2021;14:33:42;Santiago
aires_tener_morf;x1460254690550050816;15/11/2021;14:33:43;Buenos Aires
lima_ser_morf;x1460254723248955396;15/11/2021;14:33:50;Lima
santiago_tener_morf;x1460254737484468230;15/11/2021;14:33:54;Santiago
santiago_ser_morf;x1460254738893746178;15/11/2021;14:33:54;Santiago
santiago_ser_morf;x1460254744862027780;15/11/2021;14:33:56;Santiago
madrid_ser_morf;x1460254748615995400;15/11/2021;14:33:56;Madrid
madrid_ser_morf;x1460254748615995400;15/11/2021;14:33:56;Madrid
madrid_hacer_peri;x1460254756006412290;15/11/2021;14:33:58;Madrid
madrid_tener_morf;x1460254800159948800;15/11/2021;14:34:09;Madrid
aires_tener_morf;x1460254818702868481;15/11/2021;14:34:13;Buenos Aires
mexico_ser_morf;x1460254821492084736;15/11/2021;14:34:14;México
caracas_ser_morf;x1460254851015839747;15/11/2021;14:34:21;Caracas
santiago_hacer_morf;x1460254903289274377;15/11/2021;14:34:33;Santiago
caracas_ser_morf;x1460254915582906373;15/11/2021;14:34:36;Caracas
aires_ser_morf;x1460254944326565889;15/11/2021;14:34:43;Buenos Aires
santiago_tener_peri;x1460254948071985152;15/11/2021;14:34:44;Santiago
lima_tener_morf;x1460254949489577987;15/11/2021;14:34:44;Lima
aires_ir_peri;x1460254971148996610;15/11/2021;14:34:50;Buenos Aires
aires_ir_peri;x1460254971148996610;15/11/2021;14:34:50;Buenos Aires
mexico_tener_morf;x1460254978380124160;15/11/2021;14:34:51;México
madrid_ser_morf;x1460254980976300042;15/11/2021;14:34:52;Madrid
madrid_ser_morf;x1460254992577798146;15/11/2021;14:34:55;Madrid
aires_ser_morf;x1460255009795362823;15/11/2021;14:34:59;Buenos Aires
madrid_ser_morf;x1460255014333550599;15/11/2021;14:35:00;Madrid
caracas_ir_morf;x1460255014379831296;15/11/2021;14:35:00;Caracas
aires_tener_peri;x1460255025926660098;15/11/2021;14:35:03;Buenos Aires
caracas_ser_morf;x1460255032079695878;15/11/2021;14:35:04;Caracas
caracas_tener_peri;x1460255073796251652;15/11/2021;14:35:14;Caracas
aires_tener_morf;x1460255101243822092;15/11/2021;14:35:21;Buenos Aires
mexico_ser_morf;x1460255110823653380;15/11/2021;14:35:23;México
santiago_hacer_morf;x1460255122638848002;15/11/2021;14:35:26;Santiago
santiago_ser_morf;x1460255122638848002;15/11/2021;14:35:26;Santiago
madrid_ser_morf;x1460255137855856645;15/11/2021;14:35:29;Madrid
madrid_hacer_peri;x1460255161184669698;15/11/2021;14:35:35;Madrid
santiago_ser_morf;x1460255186556006408;15/11/2021;14:35:41;Santiago
santiago_ser_morf;x1460255206055239689;15/11/2021;14:35:46;Santiago
aires_tener_peri;x1460255233217425410;15/11/2021;14:35:52;Buenos Aires
madrid_hacer_morf;x1460255248593788934;15/11/2021;14:35:56;Madrid
aires_ser_peri;x1460255266641907715;15/11/2021;14:36:00;Buenos Aires
madrid_tener_morf;x1460255273851965445;15/11/2021;14:36:02;Madrid
aires_ser_morf;x1460255275861086210;15/11/2021;14:36:02;Buenos Aires
madrid_tener_peri;x1460255283155021831;15/11/2021;14:36:04;Madrid
lima_tener_morf;x1460255291098996743;15/11/2021;14:36:06;Lima
lima_ir_morf;x1460255297738620928;15/11/2021;14:36:07;Lima
aires_ser_morf;x1460255300053725186;15/11/2021;14:36:08;Buenos Aires
mexico_tener_morf;x1460255309642047492;15/11/2021;14:36:10;México
madrid_tener_morf;x1460255313106456586;15/11/2021;14:36:11;Madrid
santiago_ser_morf;x1460255329459965952;15/11/2021;14:36:15;Santiago
santiago_ser_morf;x1460255358006571013;15/11/2021;14:36:22;Santiago
madrid_ser_peri;x1460255358975459333;15/11/2021;14:36:22;Madrid
santiago_ir_morf;x1460255389279260685;15/11/2021;14:36:29;Santiago
lima_ser_morf;x1460255393947561984;15/11/2021;14:36:30;Lima
aires_ser_peri;x1460255403107749892;15/11/2021;14:36:32;Buenos Aires
lima_ser_morf;x1460255417502773252;15/11/2021;14:36:36;Lima
caracas_ser_morf;x1460255419927085068;15/11/2021;14:36:37;Caracas
aires_ser_morf;x1460255448569765892;15/11/2021;14:36:43;Buenos Aires
santiago_ir_morf;x1460255459600855043;15/11/2021;14:36:46;Santiago
lima_ser_peri;x1460255480429830148;15/11/2021;14:36:51;Lima
aires_ser_morf;x1460255488122273795;15/11/2021;14:36:53;Buenos Aires
santiago_tener_morf;x1460255500482666497;15/11/2021;14:36:56;Santiago
santiago_tener_morf;x1460255507885834243;15/11/2021;14:36:57;Santiago
caracas_tener_morf;x1460255510964453389;15/11/2021;14:36:58;Caracas
madrid_tener_morf;x1460255527817068550;15/11/2021;14:37:02;Madrid
lima_tener_morf;x1460255531294154755;15/11/2021;14:37:03;Lima
santiago_hacer_peri;x1460255558699667461;15/11/2021;14:37:10;Santiago
santiago_ser_morf;x1460255564651544580;15/11/2021;14:37:11;Santiago
madrid_ser_morf;x1460255567679827970;15/11/2021;14:37:12;Madrid
madrid_hacer_morf;x1460255606129016840;15/11/2021;14:37:21;Madrid
madrid_ser_morf;x1460255615759134722;15/11/2021;14:37:23;Madrid
madrid_tener_peri;x1460255627276652552;15/11/2021;14:37:26;Madrid
lima_ser_peri;x1460255634138542080;15/11/2021;14:37:28;Lima
aires_ser_morf;x1460255659862081541;15/11/2021;14:37:34;Buenos Aires
lima_ser_morf;x1460255660017217541;15/11/2021;14:37:34;Lima
madrid_tener_morf;x1460255662806556676;15/11/2021;14:37:34;Madrid
lima_ir_morf;x1460255672394682370;15/11/2021;14:37:37;Lima
lima_tener_morf;x1460255722076348417;15/11/2021;14:37:49;Lima
madrid_tener_morf;x1460255748953358336;15/11/2021;14:37:55;Madrid
aires_ser_morf;x1460255798945206283;15/11/2021;14:38:07;Buenos Aires
santiago_ser_morf;x1460255835221749768;15/11/2021;14:38:16;Santiago
madrid_ser_morf;x1460255861348130823;15/11/2021;14:38:22;Madrid
mexico_ser_peri;x1460255886958632964;15/11/2021;14:38:28;México
madrid_ser_morf;x1460255894978109445;15/11/2021;14:38:30;Madrid
madrid_ser_peri;x1460255905065410572;15/11/2021;14:38:32;Madrid
mexico_ser_morf;x1460255920437575686;15/11/2021;14:38:36;México
mexico_ser_morf;x1460255920437575686;15/11/2021;14:38:36;México
caracas_ser_morf;x1460255942809993222;15/11/2021;14:38:41;Caracas
madrid_ser_morf;x1460255947042050048;15/11/2021;14:38:42;Madrid
caracas_ser_morf;x1460255982353883142;15/11/2021;14:38:51;Caracas
mexico_ir_peri;x1460255984094482437;15/11/2021;14:38:51;México
santiago_ser_morf;x1460256000196419584;15/11/2021;14:38:55;Santiago
santiago_ser_morf;x1460256000196419584;15/11/2021;14:38:55;Santiago
aires_hacer_peri;x1460256009319034880;15/11/2021;14:38:57;Buenos Aires
caracas_ser_morf;x1460256013395841029;15/11/2021;14:38:58;Caracas
madrid_ser_morf;x1460256014721241095;15/11/2021;14:38:58;Madrid
santiago_ser_morf;x1460256017216770050;15/11/2021;14:38:59;Santiago
aires_ser_peri;x1460256026553319430;15/11/2021;14:39:01;Buenos Aires
lima_ir_peri;x1460256039136284676;15/11/2021;14:39:04;Lima
madrid_tener_morf;x1460256066697060354;15/11/2021;14:39:11;Madrid
mexico_ser_morf;x1460256089249923074;15/11/2021;14:39:16;México
aires_ser_morf;x1460256117510918144;15/11/2021;14:39:23;Buenos Aires
aires_ser_morf;x1460256118005977088;15/11/2021;14:39:23;Buenos Aires
madrid_ser_morf;x1460256124154830848;15/11/2021;14:39:24;Madrid
madrid_hacer_peri;x1460256146527334401;15/11/2021;14:39:30;Madrid
santiago_ser_peri;x1460256162163658752;15/11/2021;14:39:33;Santiago
aires_tener_morf;x1460256171059728390;15/11/2021;14:39:36;Buenos Aires
madrid_hacer_morf;x1460256199002185731;15/11/2021;14:39:42;Madrid
lima_ser_morf;x1460256257210609665;15/11/2021;14:39:56;Lima
madrid_ser_morf;x1460256272494862338;15/11/2021;14:40:00;Madrid
madrid_ser_morf;x1460256304187031563;15/11/2021;14:40:07;Madrid
santiago_ser_morf;x1460256327754674179;15/11/2021;14:40:13;Santiago
santiago_ser_morf;x1460256327754674179;15/11/2021;14:40:13;Santiago
lima_ser_peri;x1460256336919285771;15/11/2021;14:40:15;Lima
lima_ser_morf;x1460256340601884678;15/11/2021;14:40:16;Lima
santiago_ser_morf;x1460256348726198276;15/11/2021;14:40:18;Santiago
caracas_hacer_peri;x1460256387645288448;15/11/2021;14:40:27;Caracas
aires_hacer_peri;x1460256397254402057;15/11/2021;14:40:30;Buenos Aires
madrid_ser_morf;x1460256407593357324;15/11/2021;14:40:32;Madrid
madrid_ser_peri;x1460256466032635909;15/11/2021;14:40:46;Madrid
aires_hacer_morf;x1460256466976350211;15/11/2021;14:40:46;Buenos Aires
madrid_ser_morf;x1460256477420175365;15/11/2021;14:40:49;Madrid
santiago_tener_morf;x1460256496042786817;15/11/2021;14:40:53;Santiago
santiago_hacer_morf;x1460256522160668674;15/11/2021;14:40:59;Santiago
santiago_hacer_morf;x1460256524505272325;15/11/2021;14:41:00;Santiago
aires_ser_morf;x1460256541148340224;15/11/2021;14:41:04;Buenos Aires
aires_ser_morf;x1460256542956023809;15/11/2021;14:41:04;Buenos Aires
santiago_ser_morf;x1460256543983632385;15/11/2021;14:41:04;Santiago
aires_ir_morf;x1460256556499365889;15/11/2021;14:41:07;Buenos Aires
madrid_ir_morf;x1460256586576932866;15/11/2021;14:41:15;Madrid
santiago_ser_morf;x1460256589256998917;15/11/2021;14:41:15;Santiago
lima_ir_peri;x1460256598073487367;15/11/2021;14:41:17;Lima
mexico_ser_morf;x1460256600766271498;15/11/2021;14:41:18;México
aires_ser_morf;x1460256658517540865;15/11/2021;14:41:32;Buenos Aires
mexico_tener_morf;x1460256684513898501;15/11/2021;14:41:38;México
aires_ser_morf;x1460256689010003970;15/11/2021;14:41:39;Buenos Aires
aires_hacer_peri;x1460256691702800386;15/11/2021;14:41:40;Buenos Aires
madrid_ir_peri;x1460256692105531394;15/11/2021;14:41:40;Madrid
santiago_hacer_morf;x1460256702364893184;15/11/2021;14:41:42;Santiago
lima_ser_peri;x1460256703149219851;15/11/2021;14:41:42;Lima
santiago_ser_morf;x1460256705137233928;15/11/2021;14:41:43;Santiago
santiago_hacer_peri;x1460256713299267589;15/11/2021;14:41:45;Santiago
santiago_ser_morf;x1460256713299267589;15/11/2021;14:41:45;Santiago
madrid_ser_morf;x1460256724615639045;15/11/2021;14:41:48;Madrid
lima_ir_peri;x1460256743649382409;15/11/2021;14:41:52;Lima
santiago_ser_morf;x1460256764012728320;15/11/2021;14:41:57;Santiago
aires_hacer_morf;x1460256769528061957;15/11/2021;14:41:58;Buenos Aires
santiago_hacer_morf;x1460256775899213825;15/11/2021;14:42:00;Santiago
santiago_hacer_peri;x1460256798712029189;15/11/2021;14:42:05;Santiago
aires_ser_morf;x1460256808887533572;15/11/2021;14:42:08;Buenos Aires
aires_ir_peri;x1460256819515777027;15/11/2021;14:42:10;Buenos Aires
lima_ser_morf;x1460256820639973386;15/11/2021;14:42:10;Lima
aires_ser_morf;x1460256826302230531;15/11/2021;14:42:12;Buenos Aires
santiago_ser_morf;x1460256846707662851;15/11/2021;14:42:17;Santiago
mexico_tener_peri;x1460256854097891331;15/11/2021;14:42:18;México
aires_ser_peri;x1460256921202606081;15/11/2021;14:42:34;Buenos Aires
mexico_ser_morf;x1460256923106758662;15/11/2021;14:42:35;México
aires_ser_morf;x1460256938751635456;15/11/2021;14:42:39;Buenos Aires
madrid_ser_morf;x1460256958108385289;15/11/2021;14:42:43;Madrid
lima_ser_peri;x1460256970380820493;15/11/2021;14:42:46;Lima
lima_ser_morf;x1460256995865473032;15/11/2021;14:42:52;Lima
madrid_ser_morf;x1460257003364925450;15/11/2021;14:42:54;Madrid
santiago_ser_morf;x1460257035446939652;15/11/2021;14:43:02;Santiago
madrid_ser_morf;x1460257052085964804;15/11/2021;14:43:06;Madrid
aires_ir_morf;x1460257054409560075;15/11/2021;14:43:06;Buenos Aires
caracas_ser_morf;x1460257087284555776;15/11/2021;14:43:14;Caracas
santiago_ser_morf;x1460257093030596608;15/11/2021;14:43:15;Santiago
santiago_ser_morf;x1460257093030596608;15/11/2021;14:43:15;Santiago
santiago_ser_morf;x1460257093030596608;15/11/2021;14:43:15;Santiago
madrid_ir_morf;x1460257158398885896;15/11/2021;14:43:31;Madrid
aires_tener_morf;x1460257160131194881;15/11/2021;14:43:31;Buenos Aires
madrid_hacer_morf;x1460257170948243471;15/11/2021;14:43:34;Madrid
lima_hacer_morf;x1460257197045297157;15/11/2021;14:43:40;Lima
madrid_ser_morf;x1460257231992201217;15/11/2021;14:43:49;Madrid
madrid_hacer_peri;x1460257244680015874;15/11/2021;14:43:52;Madrid
santiago_ir_peri;x1460257256235147274;15/11/2021;14:43:54;Santiago
lima_ir_peri;x1460257263772487686;15/11/2021;14:43:56;Lima
madrid_ser_morf;x1460257300946591749;15/11/2021;14:44:05;Madrid
mexico_ser_morf;x1460257313231712262;15/11/2021;14:44:08;México
lima_ir_peri;x1460257338431094787;15/11/2021;14:44:14;Lima
lima_ser_morf;x1460257391883128832;15/11/2021;14:44:27;Lima
santiago_ser_morf;x1460257394114523138;15/11/2021;14:44:27;Santiago
aires_hacer_peri;x1460257399848062984;15/11/2021;14:44:29;Buenos Aires
mexico_ser_morf;x1460257401316073474;15/11/2021;14:44:29;México
lima_hacer_morf;x1460257421830598663;15/11/2021;14:44:34;Lima
lima_ser_peri;x1460257423227342870;15/11/2021;14:44:34;Lima
mexico_ir_morf;x1460257427891261442;15/11/2021;14:44:35;México
lima_hacer_peri;x1460257435076202503;15/11/2021;14:44:37;Lima
madrid_ir_morf;x1460257439870337028;15/11/2021;14:44:38;Madrid
caracas_ser_morf;x1460257452423888901;15/11/2021;14:44:41;Caracas
santiago_hacer_morf;x1460257472531230720;15/11/2021;14:44:46;Santiago
madrid_hacer_morf;x1460257481318412301;15/11/2021;14:44:48;Madrid
santiago_ir_morf;x1460257491951009799;15/11/2021;14:44:51;Santiago
aires_ser_morf;x1460257497701240832;15/11/2021;14:44:52;Buenos Aires
caracas_ser_morf;x1460257522623959049;15/11/2021;14:44:58;Caracas
caracas_ser_morf;x1460257531368857602;15/11/2021;14:45:00;Caracas
caracas_hacer_morf;x1460257544618786826;15/11/2021;14:45:03;Caracas
santiago_tener_morf;x1460257547659751432;15/11/2021;14:45:04;Santiago
caracas_ser_morf;x1460257550268571655;15/11/2021;14:45:04;Caracas
caracas_ser_morf;x1460257559756038147;15/11/2021;14:45:07;Caracas
santiago_ser_morf;x1460257595353346050;15/11/2021;14:45:15;Santiago
aires_ser_morf;x1460257626566971392;15/11/2021;14:45:23;Buenos Aires
mexico_ser_morf;x1460257655990018051;15/11/2021;14:45:30;México
aires_hacer_peri;x1460257657659473923;15/11/2021;14:45:30;Buenos Aires
aires_hacer_peri;x1460257674579234820;15/11/2021;14:45:34;Buenos Aires
santiago_hacer_peri;x1460257681747312646;15/11/2021;14:45:36;Santiago
madrid_ser_peri;x1460257697933234186;15/11/2021;14:45:40;Madrid
aires_ser_peri;x1460257718200057859;15/11/2021;14:45:44;Buenos Aires
lima_hacer_morf;x1460257750915633163;15/11/2021;14:45:52;Lima
aires_ir_peri;x1460257757840351243;15/11/2021;14:45:54;Buenos Aires
