dataset;idtweets;date;time;city
madrid_ser_morf;x1460080698795114497;15/11/2021;3:02:20;Madrid
santiago_ser_morf;x1460080700284030976;15/11/2021;3:02:20;Santiago
aires_ser_morf;x1460080706365771777;15/11/2021;3:02:22;Buenos Aires
caracas_hacer_peri;x1460080727052193794;15/11/2021;3:02:26;Caracas
santiago_ser_morf;x1460080737873391620;15/11/2021;3:02:29;Santiago
aires_hacer_peri;x1460080788330876935;15/11/2021;3:02:41;Buenos Aires
aires_ser_peri;x1460080792714031114;15/11/2021;3:02:42;Buenos Aires
santiago_ser_morf;x1460080868291194880;15/11/2021;3:03:00;Santiago
aires_ser_morf;x1460080874616070149;15/11/2021;3:03:02;Buenos Aires
caracas_hacer_morf;x1460080877191544834;15/11/2021;3:03:02;Caracas
aires_ser_morf;x1460080912130060288;15/11/2021;3:03:11;Buenos Aires
caracas_ser_morf;x1460080912587186177;15/11/2021;3:03:11;Caracas
aires_ser_morf;x1460080944224874496;15/11/2021;3:03:18;Buenos Aires
santiago_ser_morf;x1460080944510124036;15/11/2021;3:03:18;Santiago
santiago_ser_morf;x1460080959764717570;15/11/2021;3:03:22;Santiago
santiago_ser_morf;x1460080986671104002;15/11/2021;3:03:28;Santiago
mexico_ser_morf;x1460080987975606272;15/11/2021;3:03:29;México
aires_tener_peri;x1460080988164296710;15/11/2021;3:03:29;Buenos Aires
aires_tener_peri;x1460081000713789440;15/11/2021;3:03:32;Buenos Aires
aires_ser_morf;x1460081001116352514;15/11/2021;3:03:32;Buenos Aires
mexico_hacer_morf;x1460081010364850181;15/11/2021;3:03:34;México
mexico_ir_morf;x1460081031583870982;15/11/2021;3:03:39;México
aires_hacer_morf;x1460081062772682758;15/11/2021;3:03:47;Buenos Aires
santiago_ser_morf;x1460081083316244485;15/11/2021;3:03:51;Santiago
caracas_ser_morf;x1460081118552764421;15/11/2021;3:04:00;Caracas
aires_ser_morf;x1460081149162704896;15/11/2021;3:04:07;Buenos Aires
caracas_ser_peri;x1460081151830372356;15/11/2021;3:04:08;Caracas
aires_hacer_peri;x1460081168049754116;15/11/2021;3:04:12;Buenos Aires
lima_ser_morf;x1460081178262843399;15/11/2021;3:04:14;Lima
aires_ser_morf;x1460081185468649475;15/11/2021;3:04:16;Buenos Aires
aires_ir_morf;x1460081196235247622;15/11/2021;3:04:18;Buenos Aires
aires_ser_peri;x1460081212756615168;15/11/2021;3:04:22;Buenos Aires
aires_tener_peri;x1460081222433050627;15/11/2021;3:04:25;Buenos Aires
lima_ser_peri;x1460081232633634825;15/11/2021;3:04:27;Lima
aires_ser_peri;x1460081238274822151;15/11/2021;3:04:28;Buenos Aires
aires_ser_peri;x1460081273502896130;15/11/2021;3:04:37;Buenos Aires
lima_ser_morf;x1460081297439674371;15/11/2021;3:04:42;Lima
santiago_tener_peri;x1460081309972242440;15/11/2021;3:04:45;Santiago
aires_tener_morf;x1460081343501676548;15/11/2021;3:04:53;Buenos Aires
santiago_ser_morf;x1460081362719838213;15/11/2021;3:04:58;Santiago
lima_hacer_peri;x1460081376728813571;15/11/2021;3:05:01;Lima
mexico_ser_morf;x1460081381917310978;15/11/2021;3:05:03;México
caracas_hacer_morf;x1460081408135811073;15/11/2021;3:05:09;Caracas
aires_ir_morf;x1460081420697845760;15/11/2021;3:05:12;Buenos Aires
mexico_ir_morf;x1460081445624594438;15/11/2021;3:05:18;México
mexico_ser_morf;x1460081459344125953;15/11/2021;3:05:21;México
lima_ser_morf;x1460081468059889665;15/11/2021;3:05:23;Lima
santiago_tener_peri;x1460081470974742528;15/11/2021;3:05:24;Santiago
aires_ser_peri;x1460081504676024325;15/11/2021;3:05:32;Buenos Aires
aires_tener_peri;x1460081506152497156;15/11/2021;3:05:32;Buenos Aires
aires_ser_morf;x1460081521398792196;15/11/2021;3:05:36;Buenos Aires
aires_tener_peri;x1460081529561010176;15/11/2021;3:05:38;Buenos Aires
lima_ser_morf;x1460081555951570951;15/11/2021;3:05:44;Lima
caracas_hacer_morf;x1460081582824435712;15/11/2021;3:05:51;Caracas
santiago_tener_morf;x1460081584845975559;15/11/2021;3:05:51;Santiago
aires_ser_morf;x1460081626499760129;15/11/2021;3:06:01;Buenos Aires
aires_ser_morf;x1460081626499760129;15/11/2021;3:06:01;Buenos Aires
aires_ser_morf;x1460081642920415238;15/11/2021;3:06:05;Buenos Aires
aires_ser_morf;x1460081676181295104;15/11/2021;3:06:13;Buenos Aires
lima_ser_morf;x1460081747106873344;15/11/2021;3:06:30;Lima
aires_ser_morf;x1460081752450363395;15/11/2021;3:06:31;Buenos Aires
aires_ir_peri;x1460081756334436354;15/11/2021;3:06:32;Buenos Aires
aires_hacer_morf;x1460081814433779716;15/11/2021;3:06:46;Buenos Aires
caracas_ser_morf;x1460081838354046977;15/11/2021;3:06:51;Caracas
mexico_ser_peri;x1460081856745988103;15/11/2021;3:06:56;México
aires_ser_peri;x1460081860529340416;15/11/2021;3:06:57;Buenos Aires
caracas_ser_morf;x1460081873309233153;15/11/2021;3:07:00;Caracas
aires_ser_peri;x1460081881433710593;15/11/2021;3:07:02;Buenos Aires
aires_ser_morf;x1460081893127254016;15/11/2021;3:07:04;Buenos Aires
aires_ir_peri;x1460081894377332736;15/11/2021;3:07:05;Buenos Aires
aires_ser_peri;x1460081961263931397;15/11/2021;3:07:21;Buenos Aires
lima_ser_morf;x1460082009401962502;15/11/2021;3:07:32;Lima
caracas_hacer_morf;x1460082063693033473;15/11/2021;3:07:45;Caracas
mexico_hacer_morf;x1460082069397291009;15/11/2021;3:07:47;México
aires_ser_morf;x1460082075265032192;15/11/2021;3:07:48;Buenos Aires
aires_ser_morf;x1460082130017394689;15/11/2021;3:08:01;Buenos Aires
caracas_ser_morf;x1460082130512490500;15/11/2021;3:08:01;Caracas
lima_ser_morf;x1460082200368590848;15/11/2021;3:08:18;Lima
mexico_tener_morf;x1460082264478474241;15/11/2021;3:08:33;México
madrid_tener_morf;x1460082315695210501;15/11/2021;3:08:45;Madrid
aires_tener_peri;x1460082366169247744;15/11/2021;3:08:57;Buenos Aires
caracas_ir_morf;x1460082394229260291;15/11/2021;3:09:04;Caracas
santiago_hacer_morf;x1460082428228214786;15/11/2021;3:09:12;Santiago
caracas_ir_morf;x1460082446943371269;15/11/2021;3:09:17;Caracas
aires_tener_peri;x1460082472213954560;15/11/2021;3:09:23;Buenos Aires
aires_ser_morf;x1460082511862808577;15/11/2021;3:09:32;Buenos Aires
caracas_ser_morf;x1460082553549959169;15/11/2021;3:09:42;Caracas
santiago_tener_morf;x1460082628284010506;15/11/2021;3:10:00;Santiago
aires_tener_peri;x1460082632981725189;15/11/2021;3:10:01;Buenos Aires
santiago_hacer_morf;x1460082678351515654;15/11/2021;3:10:12;Santiago
aires_ser_morf;x1460082682969399297;15/11/2021;3:10:13;Buenos Aires
aires_tener_peri;x1460082690615492609;15/11/2021;3:10:15;Buenos Aires
aires_tener_peri;x1460082726485245952;15/11/2021;3:10:23;Buenos Aires
aires_ser_peri;x1460082734311755776;15/11/2021;3:10:25;Buenos Aires
aires_tener_peri;x1460082745489739779;15/11/2021;3:10:28;Buenos Aires
santiago_hacer_morf;x1460082756583510027;15/11/2021;3:10:30;Santiago
aires_tener_morf;x1460082759729307648;15/11/2021;3:10:31;Buenos Aires
santiago_ser_peri;x1460082788691066883;15/11/2021;3:10:38;Santiago
madrid_hacer_morf;x1460082821394055168;15/11/2021;3:10:46;Madrid
aires_hacer_peri;x1460082836476764162;15/11/2021;3:10:49;Buenos Aires
madrid_hacer_morf;x1460082950616276992;15/11/2021;3:11:17;Madrid
santiago_ser_morf;x1460082957368979456;15/11/2021;3:11:18;Santiago
lima_ir_peri;x1460082984434995206;15/11/2021;3:11:25;Lima
santiago_ser_morf;x1460083005330845699;15/11/2021;3:11:30;Santiago
santiago_ser_morf;x1460083013505716226;15/11/2021;3:11:32;Santiago
aires_ser_peri;x1460083015770468354;15/11/2021;3:11:32;Buenos Aires
aires_ser_morf;x1460083038201819136;15/11/2021;3:11:37;Buenos Aires
mexico_hacer_peri;x1460083039107796992;15/11/2021;3:11:38;México
aires_tener_morf;x1460083043067039745;15/11/2021;3:11:39;Buenos Aires
aires_ser_peri;x1460083066408476674;15/11/2021;3:11:44;Buenos Aires
mexico_tener_morf;x1460083080216166403;15/11/2021;3:11:48;México
mexico_tener_morf;x1460083080216166403;15/11/2021;3:11:48;México
mexico_ser_peri;x1460083081600192520;15/11/2021;3:11:48;México
mexico_ir_peri;x1460083081600192520;15/11/2021;3:11:48;México
aires_ser_morf;x1460083089833705473;15/11/2021;3:11:50;Buenos Aires
lima_tener_morf;x1460083114039029764;15/11/2021;3:11:56;Lima
aires_ser_morf;x1460083131638337539;15/11/2021;3:12:00;Buenos Aires
aires_tener_peri;x1460083142631563264;15/11/2021;3:12:02;Buenos Aires
lima_ser_morf;x1460083145391362050;15/11/2021;3:12:03;Lima
madrid_hacer_morf;x1460083162957193219;15/11/2021;3:12:07;Madrid
aires_tener_peri;x1460083163183648774;15/11/2021;3:12:07;Buenos Aires
aires_ir_peri;x1460083242464428034;15/11/2021;3:12:26;Buenos Aires
santiago_ser_morf;x1460083245941415937;15/11/2021;3:12:27;Santiago
aires_tener_morf;x1460083246637666312;15/11/2021;3:12:27;Buenos Aires
santiago_ser_morf;x1460083279172882434;15/11/2021;3:12:35;Santiago
aires_ir_peri;x1460083315277537281;15/11/2021;3:12:44;Buenos Aires
aires_tener_morf;x1460083316430942208;15/11/2021;3:12:44;Buenos Aires
aires_ser_peri;x1460083368448643072;15/11/2021;3:12:56;Buenos Aires
caracas_ser_morf;x1460083383145357318;15/11/2021;3:13:00;Caracas
aires_ser_peri;x1460083390066089997;15/11/2021;3:13:01;Buenos Aires
aires_ser_morf;x1460083391076962310;15/11/2021;3:13:02;Buenos Aires
aires_ir_peri;x1460083410714644486;15/11/2021;3:13:06;Buenos Aires
aires_tener_peri;x1460083430746693632;15/11/2021;3:13:11;Buenos Aires
mexico_ser_morf;x1460083466536636416;15/11/2021;3:13:20;México
lima_ser_morf;x1460083499533312001;15/11/2021;3:13:27;Lima
caracas_ser_morf;x1460083503115214848;15/11/2021;3:13:28;Caracas
lima_ser_morf;x1460083582869905414;15/11/2021;3:13:47;Lima
lima_ser_peri;x1460083590734176259;15/11/2021;3:13:49;Lima
aires_ser_morf;x1460083590876831749;15/11/2021;3:13:49;Buenos Aires
aires_ir_morf;x1460083590876831749;15/11/2021;3:13:49;Buenos Aires
aires_ser_morf;x1460083602876682241;15/11/2021;3:13:52;Buenos Aires
aires_ser_morf;x1460083614410948612;15/11/2021;3:13:55;Buenos Aires
santiago_tener_morf;x1460083650821718017;15/11/2021;3:14:04;Santiago
lima_ser_peri;x1460083656911958016;15/11/2021;3:14:05;Lima
lima_ser_morf;x1460083683877081090;15/11/2021;3:14:11;Lima
madrid_tener_morf;x1460083699484143618;15/11/2021;3:14:15;Madrid
aires_tener_morf;x1460083714503823361;15/11/2021;3:14:19;Buenos Aires
madrid_ser_peri;x1460083767327051780;15/11/2021;3:14:31;Madrid
santiago_ser_morf;x1460083799824416773;15/11/2021;3:14:39;Santiago
aires_ser_peri;x1460083800881475586;15/11/2021;3:14:39;Buenos Aires
mexico_ser_morf;x1460083832556769288;15/11/2021;3:14:47;México
santiago_ser_morf;x1460083835849302021;15/11/2021;3:14:48;Santiago
mexico_tener_morf;x1460083844267315200;15/11/2021;3:14:50;México
lima_ir_morf;x1460083891595788289;15/11/2021;3:15:01;Lima
aires_ser_peri;x1460083895458623488;15/11/2021;3:15:02;Buenos Aires
lima_ser_peri;x1460083927696220169;15/11/2021;3:15:10;Lima
aires_tener_peri;x1460083988026904577;15/11/2021;3:15:24;Buenos Aires
madrid_ser_peri;x1460084019710906373;15/11/2021;3:15:32;Madrid
aires_ser_morf;x1460084029223440387;15/11/2021;3:15:34;Buenos Aires
santiago_ser_morf;x1460084043500986373;15/11/2021;3:15:37;Santiago
aires_ser_morf;x1460084066359853056;15/11/2021;3:15:43;Buenos Aires
aires_ser_peri;x1460084107652714497;15/11/2021;3:15:52;Buenos Aires
santiago_ser_morf;x1460084113650692096;15/11/2021;3:15:54;Santiago
lima_ser_morf;x1460084156579336194;15/11/2021;3:16:04;Lima
aires_ser_morf;x1460084164225548293;15/11/2021;3:16:06;Buenos Aires
caracas_ser_morf;x1460084254893871105;15/11/2021;3:16:28;Caracas
santiago_hacer_morf;x1460084314079645697;15/11/2021;3:16:42;Santiago
aires_hacer_peri;x1460084326591303682;15/11/2021;3:16:45;Buenos Aires
aires_tener_morf;x1460084329833455617;15/11/2021;3:16:45;Buenos Aires
aires_ser_morf;x1460084396275470337;15/11/2021;3:17:01;Buenos Aires
mexico_ser_morf;x1460084448104488962;15/11/2021;3:17:14;México
aires_ir_morf;x1460084493042212865;15/11/2021;3:17:24;Buenos Aires
caracas_ser_morf;x1460084494560542724;15/11/2021;3:17:25;Caracas
santiago_ser_morf;x1460084496301056008;15/11/2021;3:17:25;Santiago
mexico_ser_morf;x1460084496624242688;15/11/2021;3:17:25;México
aires_ser_peri;x1460084504299773954;15/11/2021;3:17:27;Buenos Aires
santiago_hacer_morf;x1460084508179546115;15/11/2021;3:17:28;Santiago
aires_ser_morf;x1460084515762851842;15/11/2021;3:17:30;Buenos Aires
lima_hacer_morf;x1460084528215638027;15/11/2021;3:17:33;Lima
aires_ser_morf;x1460084529272557571;15/11/2021;3:17:33;Buenos Aires
aires_ser_morf;x1460084546725105669;15/11/2021;3:17:37;Buenos Aires
aires_tener_peri;x1460084591667167233;15/11/2021;3:17:48;Buenos Aires
santiago_tener_peri;x1460084594644951043;15/11/2021;3:17:49;Santiago
aires_ser_morf;x1460084652975312903;15/11/2021;3:18:02;Buenos Aires
mexico_hacer_morf;x1460084674416553984;15/11/2021;3:18:08;México
aires_ser_morf;x1460084685992828928;15/11/2021;3:18:10;Buenos Aires
mexico_ser_morf;x1460084701780135942;15/11/2021;3:18:14;México
mexico_ser_morf;x1460084701780135942;15/11/2021;3:18:14;México
mexico_ser_morf;x1460084711443734529;15/11/2021;3:18:16;México
aires_hacer_peri;x1460084743790157829;15/11/2021;3:18:24;Buenos Aires
mexico_ir_peri;x1460084797750005763;15/11/2021;3:18:37;México
aires_ir_peri;x1460084800182759428;15/11/2021;3:18:38;Buenos Aires
aires_ser_morf;x1460084817643589633;15/11/2021;3:18:42;Buenos Aires
lima_hacer_morf;x1460084863994937345;15/11/2021;3:18:53;Lima
santiago_hacer_morf;x1460084881438871556;15/11/2021;3:18:57;Santiago
santiago_ser_morf;x1460084908760739850;15/11/2021;3:19:03;Santiago
lima_ser_peri;x1460084931229540356;15/11/2021;3:19:09;Lima
aires_ser_peri;x1460084936661250050;15/11/2021;3:19:10;Buenos Aires
aires_ser_morf;x1460084940817649666;15/11/2021;3:19:11;Buenos Aires
santiago_ser_morf;x1460084942063419399;15/11/2021;3:19:11;Santiago
santiago_tener_morf;x1460084942063419399;15/11/2021;3:19:11;Santiago
aires_tener_peri;x1460085080500711428;15/11/2021;3:19:44;Buenos Aires
caracas_ser_morf;x1460085149719269376;15/11/2021;3:20:01;Caracas
lima_ser_morf;x1460085208426979329;15/11/2021;3:20:15;Lima
aires_ir_peri;x1460085230132506629;15/11/2021;3:20:20;Buenos Aires
madrid_tener_morf;x1460085232305156104;15/11/2021;3:20:21;Madrid
aires_hacer_peri;x1460085234662322177;15/11/2021;3:20:21;Buenos Aires
aires_hacer_morf;x1460085242375462912;15/11/2021;3:20:23;Buenos Aires
aires_ser_peri;x1460085277347745799;15/11/2021;3:20:31;Buenos Aires
aires_ser_morf;x1460085279189053443;15/11/2021;3:20:32;Buenos Aires
lima_ser_morf;x1460085310373650432;15/11/2021;3:20:39;Lima
santiago_hacer_morf;x1460085352325128194;15/11/2021;3:20:49;Santiago
mexico_ir_morf;x1460085361372246016;15/11/2021;3:20:51;México
aires_ser_peri;x1460085387691446281;15/11/2021;3:20:58;Buenos Aires
santiago_ser_morf;x1460085399687086083;15/11/2021;3:21:01;Santiago
lima_ir_morf;x1460085419069087746;15/11/2021;3:21:05;Lima
aires_ser_peri;x1460085433048698885;15/11/2021;3:21:08;Buenos Aires
santiago_ser_morf;x1460085442062266374;15/11/2021;3:21:11;Santiago
santiago_ser_morf;x1460085505647726592;15/11/2021;3:21:26;Santiago
mexico_ser_morf;x1460085580134592512;15/11/2021;3:21:44;México
aires_tener_peri;x1460085603815784449;15/11/2021;3:21:49;Buenos Aires
santiago_ir_morf;x1460085636266823684;15/11/2021;3:21:57;Santiago
santiago_ser_morf;x1460085643883651077;15/11/2021;3:21:59;Santiago
aires_tener_peri;x1460085681791799296;15/11/2021;3:22:08;Buenos Aires
aires_hacer_peri;x1460085706756403203;15/11/2021;3:22:14;Buenos Aires
aires_hacer_peri;x1460085750343651337;15/11/2021;3:22:24;Buenos Aires
aires_hacer_morf;x1460085771864625187;15/11/2021;3:22:29;Buenos Aires
santiago_ser_morf;x1460085773382782979;15/11/2021;3:22:30;Santiago
santiago_hacer_morf;x1460085780458598401;15/11/2021;3:22:31;Santiago
aires_ser_morf;x1460085817809031168;15/11/2021;3:22:40;Buenos Aires
santiago_ir_morf;x1460085819746758656;15/11/2021;3:22:41;Santiago
aires_tener_morf;x1460085856702664708;15/11/2021;3:22:49;Buenos Aires
aires_ser_peri;x1460085863937974273;15/11/2021;3:22:51;Buenos Aires
aires_tener_morf;x1460085884129271809;15/11/2021;3:22:56;Buenos Aires
aires_ser_morf;x1460085971656093701;15/11/2021;3:23:17;Buenos Aires
aires_ser_morf;x1460085971656093701;15/11/2021;3:23:17;Buenos Aires
madrid_ser_morf;x1460085978429673474;15/11/2021;3:23:19;Madrid
santiago_ser_morf;x1460086018850230275;15/11/2021;3:23:28;Santiago
santiago_ir_peri;x1460086035195437059;15/11/2021;3:23:32;Santiago
caracas_tener_peri;x1460086055277932545;15/11/2021;3:23:37;Caracas
mexico_ser_morf;x1460086142439673858;15/11/2021;3:23:58;México
lima_ser_morf;x1460086162123599874;15/11/2021;3:24:02;Lima
caracas_hacer_morf;x1460086246043234305;15/11/2021;3:24:22;Caracas
aires_ser_morf;x1460086248576483333;15/11/2021;3:24:23;Buenos Aires
aires_ser_morf;x1460086348946178049;15/11/2021;3:24:47;Buenos Aires
madrid_ser_morf;x1460086349369913346;15/11/2021;3:24:47;Madrid
santiago_ser_morf;x1460086361499725830;15/11/2021;3:24:50;Santiago
aires_tener_peri;x1460086364733648904;15/11/2021;3:24:51;Buenos Aires
mexico_ser_morf;x1460086381284233219;15/11/2021;3:24:55;México
aires_ir_peri;x1460086444249157645;15/11/2021;3:25:10;Buenos Aires
santiago_ser_morf;x1460086468093767682;15/11/2021;3:25:15;Santiago
aires_ser_morf;x1460086530215579648;15/11/2021;3:25:30;Buenos Aires
lima_ser_morf;x1460086539363442692;15/11/2021;3:25:32;Lima
mexico_ser_morf;x1460086599438389253;15/11/2021;3:25:47;México
lima_ser_morf;x1460086612545708032;15/11/2021;3:25:50;Lima
aires_ser_morf;x1460086623446581251;15/11/2021;3:25:52;Buenos Aires
mexico_ir_peri;x1460086624742780932;15/11/2021;3:25:53;México
mexico_tener_morf;x1460086634683195402;15/11/2021;3:25:55;México
aires_ser_morf;x1460086668397105157;15/11/2021;3:26:03;Buenos Aires
caracas_ir_morf;x1460086673841307652;15/11/2021;3:26:04;Caracas
mexico_ser_morf;x1460086725716316170;15/11/2021;3:26:17;México
santiago_ser_peri;x1460086770914103301;15/11/2021;3:26:27;Santiago
aires_ser_morf;x1460086789021085703;15/11/2021;3:26:32;Buenos Aires
santiago_ser_morf;x1460086809241833472;15/11/2021;3:26:37;Santiago
lima_tener_morf;x1460086851067424769;15/11/2021;3:26:47;Lima
caracas_ser_morf;x1460086871929860102;15/11/2021;3:26:52;Caracas
aires_ser_morf;x1460086886450413571;15/11/2021;3:26:55;Buenos Aires
santiago_ser_morf;x1460086944243896322;15/11/2021;3:27:09;Santiago
aires_ser_morf;x1460086978779697162;15/11/2021;3:27:17;Buenos Aires
lima_hacer_morf;x1460086985293508608;15/11/2021;3:27:19;Lima
caracas_ir_morf;x1460087033028882435;15/11/2021;3:27:30;Caracas
mexico_ser_morf;x1460087052981215233;15/11/2021;3:27:35;México
santiago_hacer_morf;x1460087058454626304;15/11/2021;3:27:36;Santiago
santiago_tener_morf;x1460087079803756544;15/11/2021;3:27:41;Santiago
aires_ser_peri;x1460087127262253066;15/11/2021;3:27:52;Buenos Aires
mexico_ser_morf;x1460087127325216772;15/11/2021;3:27:52;México
aires_hacer_peri;x1460087174779523077;15/11/2021;3:28:04;Buenos Aires
aires_ser_peri;x1460087258933911555;15/11/2021;3:28:24;Buenos Aires
aires_ser_peri;x1460087272825622532;15/11/2021;3:28:27;Buenos Aires
aires_tener_peri;x1460087273043775488;15/11/2021;3:28:27;Buenos Aires
aires_ser_morf;x1460087274713006081;15/11/2021;3:28:28;Buenos Aires
santiago_ser_morf;x1460087294094761984;15/11/2021;3:28:32;Santiago
lima_ser_morf;x1460087303477596161;15/11/2021;3:28:34;Lima
santiago_ser_peri;x1460087385979379715;15/11/2021;3:28:54;Santiago
aires_ser_peri;x1460087395236392967;15/11/2021;3:28:56;Buenos Aires
lima_tener_morf;x1460087416799256581;15/11/2021;3:29:01;Lima
aires_hacer_morf;x1460087418485452802;15/11/2021;3:29:02;Buenos Aires
aires_hacer_morf;x1460087419299147792;15/11/2021;3:29:02;Buenos Aires
aires_ser_morf;x1460087424508440580;15/11/2021;3:29:03;Buenos Aires
aires_hacer_peri;x1460087449112268804;15/11/2021;3:29:09;Buenos Aires
madrid_tener_morf;x1460087474378657796;15/11/2021;3:29:15;Madrid
lima_hacer_morf;x1460087483572658180;15/11/2021;3:29:17;Lima
aires_ir_morf;x1460087485996965892;15/11/2021;3:29:18;Buenos Aires
lima_tener_morf;x1460087505668169736;15/11/2021;3:29:23;Lima
aires_tener_peri;x1460087540443013130;15/11/2021;3:29:31;Buenos Aires
lima_tener_morf;x1460087542716506114;15/11/2021;3:29:31;Lima
santiago_ser_morf;x1460087555882463236;15/11/2021;3:29:35;Santiago
aires_hacer_morf;x1460087619673600003;15/11/2021;3:29:50;Buenos Aires
mexico_ser_morf;x1460087655606149125;15/11/2021;3:29:58;México
mexico_ser_morf;x1460087661801181186;15/11/2021;3:30:00;México
santiago_ser_morf;x1460087702422884352;15/11/2021;3:30:10;Santiago
lima_ser_morf;x1460087746190532610;15/11/2021;3:30:20;Lima
lima_ser_morf;x1460087746995830787;15/11/2021;3:30:20;Lima
aires_hacer_peri;x1460087747562160130;15/11/2021;3:30:20;Buenos Aires
santiago_ir_morf;x1460087771314339840;15/11/2021;3:30:26;Santiago
lima_ir_morf;x1460087771897466884;15/11/2021;3:30:26;Lima
madrid_hacer_morf;x1460087776838250496;15/11/2021;3:30:27;Madrid
santiago_ser_peri;x1460087826465370121;15/11/2021;3:30:39;Santiago
lima_ser_morf;x1460087962893524994;15/11/2021;3:31:12;Lima
aires_tener_peri;x1460087978815070214;15/11/2021;3:31:15;Buenos Aires
aires_ser_morf;x1460088016932802560;15/11/2021;3:31:25;Buenos Aires
lima_tener_morf;x1460088027569606657;15/11/2021;3:31:27;Lima
mexico_hacer_peri;x1460088150278254594;15/11/2021;3:31:56;México
mexico_hacer_peri;x1460088150278254594;15/11/2021;3:31:56;México
caracas_tener_morf;x1460088176148725760;15/11/2021;3:32:02;Caracas
mexico_ser_morf;x1460088198982418436;15/11/2021;3:32:08;México
lima_ir_morf;x1460088204896489474;15/11/2021;3:32:09;Lima
lima_ser_morf;x1460088204896489474;15/11/2021;3:32:09;Lima
aires_ser_peri;x1460088205072429062;15/11/2021;3:32:09;Buenos Aires
aires_ser_peri;x1460088231760965634;15/11/2021;3:32:16;Buenos Aires
aires_tener_peri;x1460088244880777219;15/11/2021;3:32:19;Buenos Aires
aires_tener_peri;x1460088271162286080;15/11/2021;3:32:25;Buenos Aires
santiago_ser_peri;x1460088278690844673;15/11/2021;3:32:27;Santiago
lima_ser_morf;x1460088297938505732;15/11/2021;3:32:32;Lima
aires_ser_morf;x1460088308009160704;15/11/2021;3:32:34;Buenos Aires
mexico_ser_morf;x1460088323314180106;15/11/2021;3:32:38;México
caracas_ser_morf;x1460088379010396162;15/11/2021;3:32:51;Caracas
aires_hacer_peri;x1460088418478739462;15/11/2021;3:33:00;Buenos Aires
aires_tener_peri;x1460088426393489412;15/11/2021;3:33:02;Buenos Aires
lima_ir_morf;x1460088435486638083;15/11/2021;3:33:04;Lima
lima_ir_morf;x1460088465912057863;15/11/2021;3:33:12;Lima
santiago_tener_morf;x1460088484925001730;15/11/2021;3:33:16;Santiago
santiago_tener_peri;x1460088507632914435;15/11/2021;3:33:22;Santiago
aires_tener_morf;x1460088550544740355;15/11/2021;3:33:32;Buenos Aires
santiago_ser_morf;x1460088585676328960;15/11/2021;3:33:40;Santiago
aires_ser_morf;x1460088585915449344;15/11/2021;3:33:40;Buenos Aires
santiago_ir_peri;x1460088594866094087;15/11/2021;3:33:42;Santiago
santiago_ser_morf;x1460088633612849152;15/11/2021;3:33:52;Santiago
santiago_ir_peri;x1460088640185503744;15/11/2021;3:33:53;Santiago
aires_ir_morf;x1460088658732756997;15/11/2021;3:33:58;Buenos Aires
aires_ser_morf;x1460088658732756997;15/11/2021;3:33:58;Buenos Aires
lima_ser_morf;x1460088690152288263;15/11/2021;3:34:05;Lima
aires_ser_peri;x1460088715204722693;15/11/2021;3:34:11;Buenos Aires
aires_tener_peri;x1460088731310780420;15/11/2021;3:34:15;Buenos Aires
caracas_ser_morf;x1460088755969273863;15/11/2021;3:34:21;Caracas
santiago_ser_morf;x1460088795370381313;15/11/2021;3:34:30;Santiago
lima_ser_morf;x1460088841314971654;15/11/2021;3:34:41;Lima
mexico_ser_morf;x1460088983912865794;15/11/2021;3:35:15;México
santiago_ser_morf;x1460088989080330243;15/11/2021;3:35:16;Santiago
santiago_ser_morf;x1460089011582742528;15/11/2021;3:35:22;Santiago
aires_ser_morf;x1460089024211730435;15/11/2021;3:35:25;Buenos Aires
lima_ser_morf;x1460089057908695041;15/11/2021;3:35:33;Lima
lima_ir_morf;x1460089076036640794;15/11/2021;3:35:37;Lima
mexico_tener_morf;x1460089082525200386;15/11/2021;3:35:39;México
aires_ser_morf;x1460089156932153350;15/11/2021;3:35:56;Buenos Aires
aires_ir_peri;x1460089158962089985;15/11/2021;3:35:57;Buenos Aires
mexico_tener_morf;x1460089176150454275;15/11/2021;3:36:01;México
mexico_ser_morf;x1460089202524184581;15/11/2021;3:36:07;México
caracas_ser_morf;x1460089309210587142;15/11/2021;3:36:33;Caracas
lima_ir_morf;x1460089313606049799;15/11/2021;3:36:34;Lima
aires_ser_peri;x1460089367226105856;15/11/2021;3:36:46;Buenos Aires
aires_ser_morf;x1460089422314147841;15/11/2021;3:37:00;Buenos Aires
aires_ser_morf;x1460089501489975305;15/11/2021;3:37:18;Buenos Aires
lima_ser_morf;x1460089503889174528;15/11/2021;3:37:19;Lima
aires_ser_peri;x1460089505856344065;15/11/2021;3:37:20;Buenos Aires
santiago_tener_morf;x1460089510398619652;15/11/2021;3:37:21;Santiago
santiago_tener_morf;x1460089520100044805;15/11/2021;3:37:23;Santiago
aires_ser_morf;x1460089528845320199;15/11/2021;3:37:25;Buenos Aires
mexico_tener_morf;x1460089603696775174;15/11/2021;3:37:43;México
aires_ser_peri;x1460089621493137409;15/11/2021;3:37:47;Buenos Aires
lima_tener_peri;x1460089636001222656;15/11/2021;3:37:51;Lima
aires_hacer_peri;x1460089694964707337;15/11/2021;3:38:05;Buenos Aires
caracas_hacer_morf;x1460089697997234184;15/11/2021;3:38:05;Caracas
mexico_ser_peri;x1460089732428353538;15/11/2021;3:38:14;México
